```csv
Subject,Entity,Type,Source,Confidence
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
"Yuan Dynasty","Mongolia","Historical Era","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.95"
"Yuan Dynasty","Mongolia","Dynasty","Wikipedia","0.97"
"Yuan Dynasty","China","Historical Region","Wikipedia","0.99"
